,age,cost_of_ad,device_type,gender,in_initial_launch_location,income,n_drivers,n_vehicles,prior_ins_tenure,pred_outcome
488,24,0.0033539340000000003,Android,M,0,44045,1,1,2,1
489,20,0.006234819,iPhone,F,1,24325,2,2,1,1
490,17,0.003423532,desktop,M,1,32621,1,3,0,1
491,54,0.005408835,iPhone,M,0,93355,2,3,18,0
492,52,0.004733814,desktop,F,0,73245,1,1,16,0
493,47,0.004648989,laptop,F,1,81321,2,3,8,0
494,56,0.005638458000000001,iPhone,M,1,82724,2,2,6,0
495,52,0.004530675,Android,F,0,53579,1,3,5,0
496,18,0.0033498620000000003,other,M,0,53063,2,1,1,0
497,18,0.006064484,iPhone,F,1,45511,2,2,0,0
498,24,0.004534555,desktop,F,1,37305,2,2,2,0
499,36,0.004843827,Android,F,0,63789,2,2,2,0
500,36,0.004366937,Android,F,0,53787,2,3,7,0
501,32,0.00380187,desktop,M,0,44857,1,2,8,0
502,19,0.003618169,Android,M,1,42887,1,3,1,1
503,28,0.0052706540000000005,laptop,F,1,29595,2,2,0,0
504,58,0.0037668640000000004,laptop,M,0,72283,1,2,10,0
505,23,0.004730413,iPhone,M,1,42192,2,3,0,0
506,24,0.004809558,other,F,1,43481,1,2,4,0
507,36,0.00486224,desktop,F,0,51736,1,3,3,0
508,42,0.004607493,Android,F,0,50209,1,1,8,0
509,58,0.0039359040000000005,laptop,M,1,89654,2,1,16,1
510,45,0.006857377,iPhone,F,1,55301,2,3,3,0
511,27,0.006725391999999999,iPhone,F,1,45956,1,3,5,0
513,24,0.004755588,desktop,F,1,29124,2,2,2,0
514,29,0.0044414120000000005,other,F,1,49113,2,3,4,0
515,36,0.004928987,iPhone,M,1,38251,2,3,2,0
516,22,0.005789383,iPhone,F,0,58635,2,1,0,1
517,30,0.004093475,desktop,M,1,56190,2,1,4,1
518,23,0.005972405,iPhone,F,1,55159,1,3,3,0
519,53,0.004652155,laptop,F,1,92849,2,1,13,1
520,44,0.004171129,desktop,M,1,73972,1,3,14,1
521,37,0.006727961,iPhone,F,0,68044,1,3,1,0
522,16,0.0049080320000000005,iPhone,M,0,33560,1,3,0,0
523,30,0.004373447,desktop,F,1,63634,1,3,1,1
524,17,0.005060938,Android,F,0,37998,1,1,0,0
525,51,0.003947546,Android,M,0,88356,1,1,13,1
526,54,0.004875996,laptop,F,1,79920,2,3,12,0
527,38,0.00426838,laptop,M,1,58604,1,1,8,0
528,37,0.005933046,iPhone,F,1,68691,2,2,8,0
529,30,0.005002916,desktop,F,0,64888,2,3,0,0
530,19,0.003930525,other,M,1,58601,1,2,0,0
531,50,0.005274131,iPhone,M,0,64013,2,1,8,1
532,49,0.005501966999999999,iPhone,M,1,65917,2,1,0,1
533,34,0.00370559,laptop,M,1,69982,2,1,1,0
534,26,0.004391229,Android,F,1,57924,1,3,1,1
535,44,0.00380319,other,M,1,68487,1,1,8,1
536,40,0.005032086,laptop,F,0,55366,1,3,6,0
537,26,0.003636673,laptop,M,1,36640,2,3,3,0
538,37,0.005032484,iPhone,M,1,69872,1,2,7,0
539,33,0.004044896,Android,M,0,47887,1,3,5,0
540,44,0.005398155,desktop,F,0,54758,1,2,9,0
541,54,0.005990842,iPhone,M,1,86746,2,3,0,0
542,46,0.005168457,Android,F,1,81606,1,1,10,1
543,26,0.004617999,Android,F,0,47955,1,2,1,0
544,21,0.005172432,iPhone,M,1,47649,2,2,2,0
545,19,0.00399539,laptop,M,1,28856,1,1,0,0
546,21,0.004057879,laptop,M,0,36314,1,1,0,0
547,59,0.00408537,desktop,M,0,81281,1,2,6,0
548,58,0.004142544000000001,Android,M,1,93190,2,1,8,1
549,27,0.006628920999999999,iPhone,F,0,45504,2,2,3,0
550,46,0.005032672,other,F,0,62241,1,3,8,0
551,23,0.003349659,laptop,M,1,44371,1,1,3,1
552,50,0.004097699999999999,desktop,M,0,71486,2,3,16,0
553,54,0.003645005,laptop,M,0,78577,2,3,4,0
554,43,0.005306915,other,F,1,75523,1,3,7,0
555,32,0.004762637,other,F,0,70831,2,1,2,0
556,32,0.0048030009999999995,laptop,F,1,39667,2,3,6,0
557,21,0.005017865,other,F,0,59672,2,1,0,0
558,23,0.003417767,desktop,M,1,32703,1,2,2,1
559,21,0.005999959,iPhone,F,0,52737,2,1,1,1
560,47,0.005004791,Android,F,1,86575,2,2,1,0
561,40,0.00359654,desktop,M,1,72425,2,2,0,1
562,48,0.00565235,iPhone,M,0,58416,2,2,0,0
563,53,0.003739686,other,M,0,73078,1,3,9,0
564,60,0.004112608,Android,M,0,81128,1,3,16,0
565,24,0.00481822,laptop,F,1,60805,2,1,4,1
566,29,0.00369083,Android,M,0,45613,1,3,6,0
567,60,0.0059196019999999995,iPhone,M,1,91541,1,2,21,0
568,44,0.005619601,iPhone,M,0,59681,2,1,12,1
569,53,0.004380930999999999,desktop,M,1,61686,1,2,5,1
570,16,0.003631768,laptop,M,1,20116,2,3,0,0
571,34,0.003531238,Android,M,0,57403,2,2,2,0
572,35,0.003664275,laptop,M,1,73729,2,1,1,0
573,30,0.00359819,other,M,1,45830,1,1,5,0
574,32,0.005353811,iPhone,M,1,56873,1,3,3,0
575,51,0.005277705,iPhone,M,1,58796,2,3,3,0
577,28,0.004377453,desktop,F,1,49144,2,3,1,1
578,17,0.00435936,Android,F,1,53561,1,3,0,1
579,28,0.004815698,Android,F,1,37315,2,1,0,1
580,24,0.004734785,desktop,F,0,50569,2,3,3,0
581,60,0.004819411,other,F,0,80007,1,2,5,0
582,41,0.0037713620000000003,other,M,0,52448,1,2,0,0
583,31,0.004695947,laptop,F,1,34698,2,3,4,0
584,29,0.003576633,other,M,0,61066,2,2,0,0
585,55,0.005506846,other,F,1,89275,2,1,18,0
586,54,0.0036282370000000003,Android,M,1,69121,2,3,6,1
587,26,0.003283185,Android,M,1,62158,2,2,0,1
588,45,0.0035728540000000003,other,M,0,63595,2,3,2,0
589,56,0.005053343,desktop,F,0,57114,1,3,10,0
591,27,0.0055513590000000005,iPhone,M,0,62902,2,2,5,0
592,45,0.003827298,laptop,M,0,77020,2,2,12,0
593,21,0.004756446,laptop,F,1,57119,1,3,1,0
594,46,0.003726653,laptop,M,1,83150,1,3,4,0
595,39,0.00684728,iPhone,F,1,45230,1,2,9,0
596,35,0.0066171830000000004,iPhone,F,1,59991,1,3,9,0
597,21,0.004757705,desktop,F,1,38502,2,2,1,0
598,19,0.005090166,desktop,F,0,52358,1,1,1,1
599,28,0.0035874970000000003,other,M,0,33680,1,3,5,0
600,60,0.006510630999999999,iPhone,F,1,93491,1,3,4,0
601,54,0.006773436,iPhone,F,0,86442,1,3,8,0
602,26,0.00560517,iPhone,M,1,38793,2,1,3,1
603,27,0.005230436,other,F,0,49888,1,1,5,0
604,19,0.004012915,laptop,M,1,50646,2,2,1,0
605,57,0.00543546,other,F,1,93496,1,1,4,0
606,44,0.006710867,iPhone,F,1,77680,2,1,6,1
607,40,0.0040909,desktop,M,1,65312,1,2,8,1
608,50,0.003668017,other,M,0,58878,2,3,4,0
609,32,0.003729035,desktop,M,1,40467,1,3,5,1
610,41,0.005181107,desktop,F,1,70651,1,1,7,1
611,55,0.0050664379999999995,other,F,1,82734,2,2,11,0
612,24,0.005001613,other,F,1,60861,1,2,0,0
613,57,0.004585985,laptop,F,1,59653,2,1,15,1
614,51,0.005202954,Android,F,1,84825,2,3,9,0
615,30,0.0047165340000000005,other,F,1,52660,2,2,1,0
616,19,0.006384231999999999,iPhone,F,1,29635,2,3,0,0
617,38,0.005148671,desktop,F,0,67176,2,3,1,0
618,23,0.00420471,laptop,M,1,26288,1,1,1,0
619,48,0.003730248,other,M,0,56491,1,3,3,0
620,55,0.005295419,other,F,1,90613,1,1,17,0
621,60,0.00375479,desktop,M,0,75845,1,2,9,0
622,16,0.004950829,laptop,F,1,32344,2,1,0,1
623,19,0.005629943,iPhone,M,0,28808,1,3,1,0
624,56,0.005312789,iPhone,M,0,76776,2,2,13,0
625,50,0.004251888,desktop,M,1,54154,1,1,4,1
626,23,0.0032931540000000004,Android,M,0,56141,1,3,3,0
627,27,0.006336719,iPhone,F,1,47577,2,3,3,0
628,32,0.0053594540000000005,iPhone,M,1,64483,2,2,5,0
629,44,0.006366602,iPhone,F,1,72657,1,1,13,1
631,21,0.004572029,laptop,F,1,51572,1,2,1,0
632,42,0.006470991,iPhone,F,0,63978,1,1,3,0
633,20,0.00510902,iPhone,M,0,44192,1,2,1,0
634,56,0.003822697,other,M,0,60469,2,3,5,0
635,32,0.004525239,desktop,F,1,41189,1,2,8,0
636,33,0.003995904000000001,desktop,M,1,54840,1,3,4,1
637,44,0.003935284,desktop,M,1,72141,1,2,0,1
638,51,0.0049389279999999995,other,F,0,88477,2,2,12,0
639,45,0.006271896,iPhone,F,0,56215,2,3,8,0
640,30,0.004119747,Android,M,0,54764,2,1,1,1
641,57,0.00471296,Android,F,1,93876,1,3,8,0
642,26,0.003512719,other,M,1,52536,2,1,0,0
643,40,0.00480708,other,F,1,67865,1,2,8,0
644,49,0.005357235,iPhone,M,0,79897,1,1,6,1
645,60,0.0040404279999999996,other,M,1,89134,1,3,12,1
646,38,0.004890391,desktop,F,0,70034,1,1,9,0
647,37,0.004958982,Android,F,0,51240,2,3,10,0
648,48,0.006251766999999999,iPhone,F,1,69145,1,1,11,1
649,34,0.00528461,desktop,F,0,55258,2,2,2,0
650,39,0.003875413,other,M,0,78140,1,3,6,0
651,59,0.006195386999999999,iPhone,F,0,82852,2,3,0,0
652,20,0.005140807,Android,F,0,56842,1,3,1,0
653,55,0.005466108000000001,laptop,F,1,56714,2,1,1,1
654,52,0.004051546,laptop,M,1,89537,1,1,1,1
655,56,0.005179534,desktop,F,1,78723,1,1,12,1
656,44,0.003959336,desktop,M,0,57730,1,2,14,0
657,16,0.0032847279999999998,laptop,M,1,16478,2,1,0,1
658,27,0.004508601,desktop,F,1,37266,2,3,4,0
659,50,0.005154316,Android,F,0,72840,1,1,2,0
661,34,0.004973507,desktop,F,1,60837,2,3,9,0
662,54,0.006436301,iPhone,F,0,89567,1,1,13,0
663,20,0.004980069,laptop,F,0,52749,1,3,2,0
664,25,0.005908023,iPhone,F,1,43393,1,3,0,0
665,17,0.00399196,other,M,0,44788,2,2,0,0
666,35,0.005883371,iPhone,F,0,38282,2,1,9,0
667,18,0.004779939,iPhone,M,1,34995,1,1,0,1
668,57,0.006536384,iPhone,F,1,75397,2,1,3,1
669,41,0.004700794,desktop,F,1,67606,1,1,1,1
670,40,0.004611755,Android,F,0,63303,1,3,11,0
671,18,0.004471579,other,F,1,55703,2,2,0,0
672,25,0.0049404670000000005,iPhone,M,0,25578,2,3,4,0
673,42,0.004716035,Android,F,0,75309,2,3,3,0
674,23,0.005208399,iPhone,M,0,38119,1,2,1,0
675,42,0.004258822,laptop,M,0,52707,2,2,13,0
676,43,0.0038870370000000003,Android,M,0,53988,1,2,11,0
677,45,0.005356652,other,F,1,72056,1,3,6,0
679,52,0.0054598630000000006,other,F,1,62904,1,3,9,0
680,53,0.006923212,iPhone,F,0,87819,2,1,8,0
681,50,0.005336703000000001,desktop,F,1,66397,1,2,10,0
682,25,0.003902848,laptop,M,1,55076,2,1,4,0
683,29,0.005716585,iPhone,M,0,62579,2,3,2,0
684,25,0.005176867,desktop,F,0,50365,1,3,2,0
685,24,0.003964769,other,M,0,26478,2,2,3,0
686,38,0.005298914,laptop,F,0,72937,1,2,9,0
687,59,0.004410149,laptop,M,0,80884,2,3,15,0
688,35,0.006032033000000001,iPhone,F,1,67584,2,2,7,0
689,19,0.00542785,iPhone,M,1,49103,1,3,0,0
690,52,0.005466624000000001,iPhone,M,0,72270,2,3,14,0
691,40,0.003935978,Android,M,0,63754,2,1,0,1
692,29,0.003350814,laptop,M,1,31669,2,3,3,0
693,39,0.005038679,desktop,F,1,67524,2,1,8,1
694,55,0.0050598990000000005,Android,F,0,85849,2,3,15,0
695,32,0.0033997059999999997,desktop,M,0,66911,2,3,1,0
696,55,0.006932144,iPhone,F,0,65120,1,2,11,0
697,46,0.00544769,iPhone,M,0,74962,2,2,14,0
698,51,0.005350513,iPhone,M,0,79752,1,1,11,1
699,33,0.005435601,iPhone,M,0,71346,1,1,6,1
700,40,0.005298861,laptop,F,0,74830,1,1,3,0
702,33,0.004623032,laptop,F,0,60894,1,3,0,0
703,29,0.004014453,Android,M,0,58442,2,3,2,1
704,54,0.006576546999999999,iPhone,F,1,61063,2,1,14,1
705,27,0.005117785,iPhone,M,1,66988,1,1,0,1
707,54,0.003599292,Android,M,1,71253,2,1,15,1
708,55,0.005392905,desktop,F,0,75761,2,3,6,0
709,40,0.005039425,laptop,F,0,51960,1,1,3,0
710,20,0.004880734,desktop,F,0,39344,2,1,0,1
711,48,0.004697591,desktop,F,1,74842,1,3,2,0
712,37,0.003656348,desktop,M,1,66951,2,2,5,1
713,31,0.0037892729999999997,laptop,M,1,56286,2,2,7,0
714,20,0.004753737,Android,F,1,56887,2,1,1,1
715,31,0.0041883070000000005,laptop,M,0,60399,1,1,5,0
716,39,0.004226641,Android,M,0,42433,2,1,7,1
717,33,0.003741671,desktop,M,1,70921,1,1,3,1
718,25,0.004132124,laptop,M,1,64536,1,1,3,0
719,30,0.00376632,desktop,M,0,51858,2,2,7,0
720,19,0.0050838870000000005,Android,F,1,39182,1,2,1,1
721,17,0.0032418779999999997,Android,M,0,33234,1,3,0,1
722,51,0.003911486,laptop,M,1,56677,1,2,10,0
723,32,0.004252134,laptop,M,1,48652,2,3,4,0
724,55,0.005393551,desktop,F,1,92135,1,2,16,0
725,47,0.0041942540000000006,Android,M,1,79785,2,3,1,1
726,35,0.003840635,desktop,M,0,53431,2,1,0,1
727,23,0.004905512,iPhone,M,1,48320,2,3,2,0
728,27,0.0045113029999999995,Android,F,0,32801,1,3,2,0
729,34,0.00354439,Android,M,0,40688,2,1,7,1
730,60,0.005619664,iPhone,M,1,67742,1,2,8,0
731,37,0.005061906,other,F,0,68460,1,3,8,0
732,46,0.0039105170000000005,laptop,M,0,52683,2,3,10,0
733,29,0.0051060129999999995,Android,F,1,59147,1,3,5,0
734,59,0.005226675,other,F,1,64941,2,1,14,1
735,30,0.004869849,Android,F,1,41680,1,2,7,0
736,30,0.0033174740000000004,laptop,M,0,41616,1,2,1,0
737,28,0.005950648,iPhone,F,0,43185,2,3,2,0
738,37,0.003510729,desktop,M,1,41385,2,3,2,1
739,56,0.004218013,Android,M,1,63270,2,2,13,1
740,40,0.0048766470000000004,laptop,F,1,41924,2,2,12,0
741,21,0.0033560459999999997,Android,M,0,29488,1,3,1,1
742,48,0.004071751,Android,M,1,58110,1,2,12,1
743,22,0.005132416,desktop,F,0,24857,2,3,3,1
744,28,0.00499573,other,F,0,36479,2,1,5,0
745,33,0.004267419000000001,other,M,0,66283,2,2,3,0
746,59,0.00554415,Android,F,1,59538,1,3,2,0
747,26,0.005249705,other,F,0,65326,2,2,3,0
748,29,0.005644387,iPhone,M,0,49060,1,3,1,0
749,46,0.0056252540000000005,iPhone,M,1,46169,2,2,0,0
750,48,0.004848579,laptop,F,1,55709,1,3,11,0
751,54,0.005208569000000001,iPhone,M,1,58213,1,3,5,0
752,52,0.006207553,iPhone,F,1,53615,1,2,18,0
753,37,0.005039243,Android,F,0,71282,1,2,3,0
754,38,0.005662871999999999,iPhone,M,0,71848,2,2,7,0
755,30,0.00358634,other,M,1,33694,2,1,5,0
756,43,0.004842912,laptop,F,0,54046,1,3,3,0
757,50,0.003658605,other,M,0,73421,2,3,2,0
758,47,0.005437931,other,F,0,75353,2,2,9,0
759,26,0.003523954,other,M,0,62998,2,1,0,0
760,40,0.0053365769999999995,Android,F,1,56742,2,3,0,0
761,46,0.006908725,iPhone,F,1,80609,2,1,14,1
762,55,0.0049557559999999995,other,F,1,92288,1,2,4,0
763,55,0.003999632,laptop,M,0,88171,1,3,0,0
764,22,0.004615726,laptop,F,1,44884,2,3,0,0
765,36,0.005139459,iPhone,M,1,50960,1,3,6,0
766,22,0.003299668,desktop,M,1,37880,1,3,3,0
767,47,0.0037003120000000003,other,M,1,81125,1,2,3,0
768,46,0.00352892,desktop,M,1,50064,2,1,15,1
769,39,0.004219835,laptop,M,0,64874,2,2,4,0
770,36,0.0047961720000000005,Android,F,1,64643,2,2,6,0
771,32,0.004154928,other,M,0,35382,2,2,1,0
772,45,0.0053728940000000005,other,F,1,58715,1,2,14,0
773,51,0.003840208,Android,M,0,89834,1,3,0,0
774,29,0.006601303,iPhone,F,1,39306,2,2,5,0
775,47,0.005224472,desktop,F,1,53205,2,1,13,1
776,47,0.006707487,iPhone,F,1,73816,2,3,6,0
778,19,0.006386416,iPhone,F,0,47924,1,3,0,0
779,39,0.003829988,desktop,M,0,57797,1,2,5,0
780,20,0.0037374229999999997,Android,M,1,22575,2,3,0,1
781,27,0.004204171,other,M,0,35805,2,2,2,0
782,44,0.0042977959999999996,desktop,M,0,78737,1,1,12,1
783,33,0.004393016,other,F,1,43641,2,3,6,0
784,57,0.0047412,other,F,0,59454,1,3,12,0
785,52,0.005344046999999999,laptop,F,1,68807,2,1,1,1
786,16,0.004534973,desktop,F,1,52706,2,2,0,1
787,40,0.004914101,Android,F,1,69639,1,1,10,1
788,21,0.003905103,Android,M,1,56316,1,3,0,1
789,27,0.0038668920000000002,Android,M,1,54739,1,2,2,1
790,44,0.00507428,Android,F,0,47110,2,1,10,0
791,32,0.0037852370000000003,desktop,M,1,36405,2,1,7,1
792,49,0.006189923000000001,iPhone,F,1,75368,2,2,8,0
793,28,0.004644105,desktop,F,0,40222,1,2,5,0
794,48,0.004567651,laptop,F,0,69700,1,3,4,0
795,42,0.005161306,other,F,0,54190,1,3,11,0
796,44,0.003512156,desktop,M,1,47258,2,2,13,0
797,48,0.005140698,Android,F,0,52061,2,3,5,0
798,56,0.005509155999999999,laptop,F,0,57314,1,1,15,0
799,50,0.005463283,other,F,0,70964,1,2,17,0
800,55,0.003838356,laptop,M,1,76706,1,2,9,0
801,19,0.005054438,other,F,1,57624,2,2,1,0
802,52,0.006134993,iPhone,F,0,88641,1,1,9,0
803,36,0.005092726,desktop,F,0,73268,1,1,10,0
804,40,0.004971372,Android,F,0,73198,2,3,9,0
805,27,0.003585803,other,M,0,48462,1,3,4,0
806,30,0.0041596720000000005,other,M,1,59390,1,2,3,0
807,44,0.004936622,laptop,F,0,59107,2,2,9,0
808,18,0.0061460609999999995,iPhone,F,0,26115,2,3,0,0
809,49,0.005416673,desktop,F,0,85671,1,3,9,0
810,60,0.005339071,laptop,F,1,81628,2,2,4,0
811,27,0.0046216040000000005,Android,F,1,35872,2,1,0,1
812,25,0.006311147,iPhone,F,0,62200,1,3,0,0
813,16,0.005089171,Android,F,0,36195,1,2,0,0
814,34,0.00580969,iPhone,M,1,72082,1,3,4,0
815,46,0.003776248,other,M,1,72924,1,3,11,0
816,39,0.0046896590000000005,laptop,F,0,39638,1,2,3,0
817,34,0.0065922590000000005,iPhone,F,0,51381,2,3,6,0
818,26,0.004218492,laptop,M,0,28749,1,1,4,0
819,31,0.005146737,Android,F,0,66122,2,1,7,0
820,56,0.004092305,Android,M,1,78449,1,3,9,1
821,58,0.00642978,iPhone,F,0,97571,2,3,9,0
822,60,0.0053697580000000005,other,F,1,71330,2,2,0,0
823,34,0.004099019000000001,desktop,M,1,45740,1,1,3,1
824,36,0.005352147,iPhone,M,1,42891,1,3,2,0
825,51,0.003876089,Android,M,1,54129,2,3,11,1
826,51,0.003841926,desktop,M,0,85996,2,3,8,0
827,27,0.003959764,Android,M,1,37418,2,2,1,1
829,26,0.00598277,iPhone,F,1,62899,2,2,4,0
830,35,0.0049528440000000005,iPhone,M,0,54209,2,2,7,0
831,60,0.005418263,iPhone,M,0,97141,1,3,7,0
832,23,0.005225952,iPhone,M,0,62592,2,2,2,0
833,27,0.004399067,desktop,F,0,47030,1,1,2,1
834,50,0.005325708,other,F,0,67767,2,3,17,0
835,45,0.003829703,other,M,1,46078,1,1,13,1
836,24,0.0051021109999999995,iPhone,M,0,30603,1,3,2,0
837,55,0.006403102,iPhone,F,1,71959,2,3,1,0
838,57,0.006505735,iPhone,F,0,94490,2,3,12,0
839,46,0.005046613,Android,F,0,62822,2,1,5,0
840,39,0.00416947,laptop,M,1,45993,1,3,1,0
841,53,0.004645176,Android,F,0,70724,2,3,13,0
842,20,0.005091015,iPhone,M,0,47744,1,2,2,0
843,30,0.004405805,desktop,F,0,62426,1,3,1,0
844,46,0.00518472,iPhone,M,0,50871,1,3,6,0
845,32,0.004025396,desktop,M,1,46479,1,3,0,1
846,49,0.004879121,other,F,1,69491,1,3,16,0
848,30,0.004175285,desktop,M,0,53766,1,1,3,1
849,48,0.004992915,other,F,0,58545,1,1,2,0
850,48,0.004223824,desktop,M,0,63747,2,2,12,0
851,37,0.004345216,laptop,M,0,43425,1,3,3,0
852,51,0.005430143,laptop,F,1,76557,1,1,12,0
853,43,0.004682058,laptop,F,1,52332,1,3,6,0
854,37,0.004523375,desktop,F,1,54508,1,1,0,1
855,48,0.0053644,laptop,F,1,64006,2,2,3,0
856,55,0.004381777,Android,M,1,89373,2,1,11,1
857,34,0.005677708,iPhone,M,0,73883,1,1,5,1
858,52,0.004929313,other,F,0,58831,2,2,5,0
859,60,0.004605772,Android,F,1,87368,2,3,14,0
860,48,0.0034883559999999997,other,M,1,87716,1,3,6,0
861,54,0.0038197179999999997,laptop,M,1,87392,1,2,3,0
862,52,0.005343400999999999,other,F,1,91127,1,3,10,0
863,53,0.005156014,laptop,F,1,60511,1,1,15,1
864,46,0.0052496619999999996,desktop,F,0,47289,2,1,13,0
865,39,0.00448487,desktop,F,1,72056,2,1,5,1
866,58,0.006414555,iPhone,F,1,65521,1,3,11,0
867,37,0.005061089,laptop,F,0,72364,1,3,5,0
868,33,0.004295200999999999,desktop,M,0,40157,1,1,1,1
869,18,0.0034997120000000003,laptop,M,1,28426,1,3,1,0
870,35,0.0052030570000000005,desktop,F,0,51285,2,3,3,0
871,29,0.0038256379999999997,laptop,M,0,40569,1,2,4,0
872,27,0.004638027,other,F,0,54489,2,3,3,0
873,59,0.0038073559999999996,desktop,M,1,83887,1,3,21,1
874,40,0.003950524,desktop,M,1,56561,1,3,10,1
875,54,0.0048871109999999995,laptop,F,0,81244,2,2,2,0
876,57,0.006171601999999999,iPhone,F,0,70207,2,1,19,0
877,45,0.004067619000000001,desktop,M,0,78386,1,3,6,0
878,55,0.00526453,desktop,F,1,77930,2,2,5,0
879,57,0.006097134000000001,iPhone,F,0,72589,2,3,1,0
880,54,0.004358932,Android,M,1,73995,2,2,15,1
881,23,0.004594028,laptop,F,1,48901,1,2,1,0
882,39,0.004403359,Android,F,1,50645,1,2,9,1
883,22,0.004438121,desktop,F,0,49588,1,2,2,0
884,48,0.006303469,iPhone,F,0,61919,1,1,14,0
885,57,0.005031255,other,F,1,61829,1,1,14,1
886,35,0.005197565,Android,F,1,46597,2,3,6,0
887,51,0.006424853,iPhone,F,1,58238,2,2,3,0
888,44,0.004309763,Android,M,1,71925,1,1,11,1
889,47,0.005437116999999999,iPhone,M,1,47353,1,3,1,0
890,19,0.00445603,desktop,F,1,19396,1,1,1,0
891,24,0.0054859309999999994,iPhone,M,0,57003,1,2,4,0
892,60,0.003879718,desktop,M,0,87072,1,1,0,1
893,40,0.006574063000000001,iPhone,F,1,72024,1,3,11,0
894,31,0.003557265,laptop,M,0,63996,2,1,1,0
895,21,0.004293171,Android,F,1,43652,2,1,0,0
896,44,0.003901736,laptop,M,1,73841,2,1,12,0
897,24,0.005162396,desktop,F,1,46609,2,2,2,0
898,51,0.00534365,iPhone,M,0,71891,2,3,5,0
899,38,0.0039809,laptop,M,1,63726,2,3,7,0
900,18,0.0039640529999999995,desktop,M,1,36387,1,1,1,1
901,58,0.003610325,other,M,0,75633,1,1,4,0
902,32,0.003645148,laptop,M,0,65098,2,3,7,0
903,25,0.0043282220000000005,other,F,1,62649,2,3,2,0
904,43,0.004986498,desktop,F,1,80646,1,3,10,0
905,36,0.0037201770000000003,desktop,M,0,45765,1,1,4,1
906,27,0.003788108,Android,M,1,48803,1,2,3,1
907,24,0.004388386,other,F,0,47473,1,3,4,0
908,22,0.004186435,desktop,M,1,44487,1,2,3,1
909,54,0.003591954,other,M,0,56471,2,2,9,0
910,24,0.006542066,iPhone,F,0,48264,1,1,4,1
911,44,0.003542801,laptop,M,0,75840,1,3,10,0
912,23,0.004624152,Android,F,1,57580,2,2,2,0
913,19,0.004886403,Android,F,1,27611,2,3,1,1
914,40,0.00384018,other,M,0,79494,2,1,7,0
915,21,0.0048460709999999995,desktop,F,1,28872,1,2,1,0
916,47,0.004689597,Android,F,1,49386,2,2,15,0
917,28,0.005855991,iPhone,F,1,67100,2,3,6,0
918,37,0.003649706,desktop,M,1,52991,1,1,1,1
919,51,0.0069146419999999995,iPhone,F,1,89258,1,2,8,0
920,29,0.0038134859999999996,desktop,M,1,67619,2,1,1,1
921,33,0.004782153,Android,F,0,33663,1,1,8,0
922,33,0.005300427,other,F,0,62463,1,1,3,0
923,56,0.004697018,Android,F,1,75542,1,1,20,1
924,59,0.006770513000000001,iPhone,F,0,97538,2,2,18,0
925,56,0.004967641,desktop,F,0,58025,1,2,8,0
926,49,0.004002117,other,M,1,54718,2,3,10,0
927,37,0.004019682,desktop,M,1,54839,2,1,5,1
928,17,0.0047275170000000005,Android,F,1,40361,1,1,0,1
929,53,0.0046028829999999995,laptop,F,1,63617,2,2,2,0
930,42,0.005317433000000001,other,F,0,70725,2,2,9,0
931,29,0.004582512,other,F,1,44894,1,1,4,0
932,46,0.003787743,desktop,M,0,56281,2,1,1,1
933,60,0.004161415999999999,Android,M,0,74343,2,3,21,0
934,30,0.004339918,other,F,0,53161,1,2,0,0
935,40,0.004543961,other,F,1,64804,2,2,11,0
936,44,0.005169343,iPhone,M,0,51091,1,1,0,1
937,27,0.0051276920000000005,other,F,1,64040,1,2,1,0
938,50,0.004744047,other,F,1,65816,1,1,5,0
939,39,0.004098122,desktop,M,1,69389,1,3,6,1
941,43,0.0038513809999999996,Android,M,1,75571,1,3,2,1
942,29,0.005215137,desktop,F,1,37807,2,2,5,0
943,46,0.004290177,Android,M,0,52779,2,2,6,0
944,30,0.003659837,other,M,1,42739,2,1,1,0
945,48,0.004109679000000001,other,M,1,58836,2,2,0,0
946,45,0.00398652,desktop,M,1,49810,1,3,1,1
947,52,0.005950703000000001,iPhone,M,1,88631,2,1,10,1
948,30,0.003370109,desktop,M,0,67747,1,3,7,0
949,18,0.004587397,laptop,F,1,40054,1,2,1,0
950,33,0.0033908040000000003,other,M,1,48700,1,3,8,0
951,52,0.005928778000000001,iPhone,M,0,76579,2,1,17,1
952,22,0.006386214,iPhone,F,1,39833,1,1,3,0
953,60,0.004360162,other,M,0,63762,1,2,2,0
954,60,0.004306652,laptop,M,0,83208,1,3,5,0
955,21,0.00445871,laptop,F,0,54274,1,1,0,1
956,55,0.005419716,other,F,0,81797,2,1,5,0
957,25,0.003612302,desktop,M,1,36089,1,1,2,1
958,22,0.00510541,other,F,1,36573,2,3,1,0
959,29,0.004307944,other,F,1,62919,1,2,1,0
960,54,0.003549787,Android,M,1,74469,1,2,9,1
961,56,0.005004661,desktop,F,1,65401,2,2,1,0
962,47,0.003903797,other,M,1,54901,2,3,3,0
963,55,0.0039859679999999995,laptop,M,0,92251,2,1,16,0
964,40,0.0048464120000000005,other,F,1,43254,2,1,3,0
965,50,0.005293526999999999,Android,F,1,56978,2,1,6,1
966,51,0.005568546,iPhone,M,0,67356,1,3,7,0
967,19,0.003349071,other,M,1,28033,1,3,1,0
968,26,0.003878807,Android,M,0,42163,2,2,5,1
969,58,0.00418086,other,M,0,64726,1,3,18,0
970,40,0.005388794000000001,desktop,F,1,58877,1,1,12,1
